Seq.,sentence,similarity_to_bench,page,cluster
49,"The Army’s role was to serve as the nu-
 cleus of a mass mobilization that would defeat any invaders who 
 managed to ﬁght their way past the Navy and the nation’s powerful
 coastal defense installations. ",0.5493574166345139,7,4
50,"The National Defense Act of 1920 al-
 lowed an Army of 280,000, the largest in peacetime history, but until
 1939 Congress never appropriated funds to pay for much more than
 half of that strength. ",0.7530067273120818,7,11
51,"Most of the funds available for new equip-
 ment went to the ﬂedgling air corps. ",0.6166528087998199,7,0
52,"Throughout most of the inter-
 war period, the Army was tiny and insular, filled with hard-bitten,
 long-serving volunteers scattered in small garrisons throughout the
 continental United States, Hawaii, the Philippines, and Panama. ",0.5443977760185069,7,2
53,"
 Yet some innovative thinking and preparation for the future took
 place in the interwar Army. ",0.5529894745225346,7,11
54,"Experiments with armored vehicles and
 motorization, air-ground cooperation, and the aerial transport of
 troops came to nothing for lack of resources and of consistent high-
 level support. ",0.648988730982905,7,1
55,"The Army did, however, develop an interest in am-
 phibious warfare and in related techniques that were then being pi-
 oneered by the U.S. Marine Corps. ",0.6331959785832741,7,11
56,"By the outbreak of war the Signal
 Corps was a leader in improving radio communications, and Amer-
 ican artillery practiced the most sophisticated ﬁre-direction and -con-
 trol techniques in the world. ",0.713473368176592,7,1
57,"In addition, war plans for various con-
 tingencies had been drawn up, as had industrial and manpower 
 mobilization plans. ",0.5645700709772764,7,11
58,"During the early 1930s Col. George C. Marshall,
 assistant commandant of the Infantry School at Fort Benning, Geor-
 gia, had earmarked a number of younger ofﬁcers for leadership po-
 sitions. ",0.6069473224218749,7,0
59,"Despite such preparations, the Army as a whole was unready
 for the war that broke out in Europe on 1 September 1939. ",0.3960275999807682,7,2
60,"
 The Outbreak of War 
 During March 1938 German troops had occupied Austria, in-
 corporating it into the Reich. ",0.4024324466068314,7,10
61,"In September Hitler announced that 
 the “oppression” of ethnic Germans living in Czechoslovakia was in-
 tolerable and that war was near. ",0.38607748254101115,7,9
62,"England and France met with 
 Hitler (the Munich Pact) and compelled Czechoslovakia to cede its
 frontier districts to Germany in order to secure “peace in our time.”",0.4947610322068548,7,3
63,"
 Peace, however, was only an illusion. ",0.17650218307971954,7,0
64,"During March 1939 Hitler
 seized the rest of Czechoslovakia by force of arms and then turned 
 5
 his attention to Poland. ",0.44225672335796956,7,2
65,"Although Britain and France had guaran-
 teed the integrity of Poland, Hitler and Josef Stalin, dictator of the
 Soviet Union, signed a secret, mutual nonaggression pact in Au-
 gust 1939. ",0.44952727954691396,8,5
66,"With the pact Stalin bought time to build up his strength 
 at the expense of Britain and France, and Hitler gained a free hand 
 to deal with Poland. ",0.6153990892896558,8,12
67,"When Hitler’s army invaded Poland on 1
 September 1939, World War II began. ",0.41818578438610576,8,2
68,"
 While German forces overran western Poland, Soviet troops en-
 tered from the east to claim their portion of that country. ",0.5663648061216708,8,10
69,"France and
 Britain declared war on Germany and mobilized their forces. ",0.3435894307635861,8,9
70,"The 
 subsequent period of deceptive inactivity, lasting until spring, became
 known as the Phony War. ",0.4072997369514721,8,11
71,"Nothing happened to indicate that World
 War II would differ signiﬁcantly in style or tempo from World War I. 
 But the years since 1918 had brought important developments in
 the use of tanks. ",0.5791624933249683,8,11
72,"A number of students of war—the British Sir Basil
 Liddell Hart and J. F. C. Fuller, the Frenchman Charles de Gaulle, 
 the American George S. Patton, and the Germans Oswald Lutz and
 Heinz Guderian—believed that armored vehicles held the key to
 restoring decision to the battlefield. ",0.5618441234299584,8,10
73,"But only the Germans con-
 ceived the idea of massing tanks in division-size units, with infantry,
 artillery, engineers, and other supporting arms mechanized and all
 moving at the same pace. ",0.4791053528589628,8,6
74,"Moreover, only Lutz and Guderian re-
 ceived the enthusiastic support of their government. ",0.41163463686868074,8,0
75,"
 In the spring of 1940 their theories were put to the test as Ger-
 man forces struck against Norway and Denmark in April; invaded 
 the Netherlands, Belgium, and Luxembourg in May; and late in the
 same month broke through a hilly, wooded district in France. ",0.5758113370299289,8,2
76,"Their
 columns sliced through to the English Channel, cutting off British 
 and French troops in northern France and Belgium. ",0.3807440285552358,8,10
77,"The French 
 Army, plagued by low morale, divided command, and primitive com-
 munications, fell apart. ",0.451629163666634,8,1
78,"The British evacuated their forces from
 Dunkerque with the loss of most of their equipment. ",0.473154368447811,8,6
79,"The Germans
 entered Paris on 14 June, and the French government, defeatist and
 deeply divided politically, sued for an armistice. ",0.4365989054118931,8,3
80,"The success of the
 German  Blitzkrieg  forced the remaining combatants to rethink their
 doctrine and restructure their armies. ",0.4199258387410035,8,9
81,"
 With his forces occupying northern France and with a puppet
 French government established in the south, Hitler launched the
 Luftwaffe  against the airﬁelds and cities of England to pave the way 
 for an invasion. ",0.616770210468859,8,10
82,Britain’s survival hung by a thread. ,0.293346833555445,8,0
83,"From July to Oc-
 tober 1940, while German landing barges and invasion forces waited
 on the Channel coasts, the Royal Air Force, greatly outnumbered,
 6
 drove the  Luftwaffe  from the daytime skies in the legendary Battle 
 of Britain. ",0.4749038440963784,8,10
84,"At sea the British Navy, with increasing American coop-
 eration, fought a desperate battle against German submarine packs 
 to keep the North Atlantic open. ",0.5643191936308829,9,10
85,"British pugnacity finally forced 
 Hitler to abandon all plans to invade England. ",0.4873350082963775,9,7
86,"
 In February Hitler sent troops under Lt. Gen. Erwin Rommel to
 aid the Italians who were fighting against the British in North
 Africa. ",0.4781164678609501,9,10
87,"German forces coming to the aid of the Italians in the
 Balkans routed a British expedition in Greece, and German para-
 troopers seized the important island of Crete. ",0.5045508699842587,9,10
88,"Then, in June 1944,
 Hitler turned against his supposed ally, the Soviet Union, with the
 full might of the German armed forces. ",0.376115150350666,9,9
89,"
 Armored spearheads thrust deep into Soviet territory, driving to-
 ward Leningrad, Moscow, and the Ukraine and cutting off entire Soviet
 armies. ",0.37962188007026365,9,9
90,"Despite tremendous losses, Russian military forces withdrew
 farther into the country and continued to resist. ",0.5731223748796572,9,9
91,"Nazi expectations of a
 quick victory evaporated, and the onset of winter caught the Germans
 unprepared. ",0.3511666637604659,9,7
92,"Thirty miles short of Moscow their advance ground to a
 halt, and the Soviets launched massive counterattacks. ",0.3998471913970365,9,6
93,"
 The Germans withstood the counterattacks and resumed their
 offensive the following spring. ",0.5125946274720131,9,7
94,"The Soviets, now locked in a titanic
 death struggle, faced the bulk of the German land forces—over two
 hundred divisions. ",0.3841937848732656,9,9
95,"The front stretched for 2,000 miles, from the
 Arctic Circle to the Black Sea. ",0.30795436262505615,9,0
96,Soon casualties ran into the millions.,0.2988779050673377,9,0
97,"
 Waging war with the implacable ruthlessness of totalitarian regimes,
 both sides committed wholesale atrocities—mistreatment of pris-
 oners of war, enslavement of civilian populations, and, in the case of
 the Jews, outright genocide. ",0.416531368107289,9,5
98,"
 In the United States preparations for war moved slowly. ",0.36430966822495275,9,2
99,"General
 George C. Marshall took over as Chief of Staff in 1939, but the Army
 remained hard pressed simply to carry out its mission of defending the
 continental United States. ",0.6643417793947166,9,4
100,"Defending overseas possessions like the
 Philippines seemed a hopeless task. ",0.5622453559440928,9,5
101,"In early 1939, prompted by fears
 that a hostile power might be able to establish air bases in the Western
 Hemisphere, thus exposing the Panama Canal or continental United
 States to aerial attack, President Franklin D. Roosevelt launched a lim-
 ited preparedness campaign. ",0.6359204429864898,9,10
102,"The power of the Army Air Corps in-
 creased; Army and Navy leaders drafted a new series of war plans to
 deal with the threatening international situation. ",0.6239282283046218,9,1
103,"The focus of military
 policy changed from continental to hemisphere defense. ",0.914876136354289,9,11
104,"
 After the outbreak of war in Europe the President proclaimed a
 limited emergency and authorized increases in the size of the Regu-
 lar Army and the National Guard. ",0.711321574212559,9,5
105,"Congress amended the Neutrality
 Act to permit munitions sales to the French and British, and large or-
 ders from them stimulated retooling and laid the basis for the ex-
 pansion of war production in the future. ",0.7192699765119062,10,5
106,"The Army concentrated on
 equipping its regular forces as quickly as possible and in 1940 held
 the first large-scale corps and army maneuvers in American history.
 ",0.5278791893353681,10,9
107,"The rapid defeat of France and the possible collapse of Britain 
 dramatically accelerated defense preparations. ",0.4485186779880693,10,8
108,"Roosevelt directed 
 the transfer of large stocks of World War I munitions to France and
 Britain in the spring of 1940 and went further in September when he
 agreed to the transfer of fifty over-age destroyers to Britain in ex-
 change for bases in the Atlantic and Caribbean. ",0.6833763159699521,10,2
109,"In March 1941
 Congress repealed some provisions of the Neutrality Act. ",0.8361914867992709,10,11
110,"Passage of
 the Lend-Lease Act, which gave the President authority to sell, 
 transfer, or lease war goods to the government of any country whose
 7
 “Barrage Balloon” by Alexander Brook. ",0.640115393547766,10,0
111,"The reported ability of bal-
 loons to interfere with low-level bombardment in Great Britain and
 Germany spurred the Army to develop a barrage balloon force for
 continental defense. ",0.6594168713810967,10,1
112," (Army Art Collection)
 defenses he deemed vital to the defense of the United States, spelled
 the virtual end of neutrality. ",0.48131070430108946,10,0
113,"The President proclaimed that the
 United States would become the “arsenal of democracy.” ",0.39607917638494855,11,5
114,"In the
 spring of 1941 American and British military representatives held
 their first combined staff conferences to discuss strategy in the event
 of active U.S. participation in the war, which seemed increasingly
 likely to include Japan as well as Germany. ",0.837759052776603,11,5
115,"The staffs agreed that if
 the United States entered the war the Allies should concentrate on
 the defeat of Germany first. ",0.4778649201575083,11,9
116,"The President authorized active naval
 patrols in the western half of the Atlantic, and in July, American
 troops took the place of British forces guarding Iceland. ",0.5708602953229739,11,10
117,"
 Meanwhile, General Marshall and Secretary of War Henry L.
 Stimson made plans to expand the Army to 1.5 million men. ",0.6524425356092242,11,4
118,"On 27
 August 1940, Congress approved inducting the National Guard into
 federal service and calling up the reserves. ",0.5273148297447955,11,11
119,"A few weeks later the
 lawmakers passed the Selective Service and Training Act, the first
 peacetime draft in American history. ",0.6955934120322796,11,11
120,"By mid-1941 the Army had
 achieved its planned strength, with 27 infantry, 5 armored, and 2 cav-
 alry divisions; 35 air groups; and a host of support units. ",0.6408142573134206,11,1
121,"But it re-
 mained far from ready to deploy overseas against well-equipped, ex-
 perienced, and determined foes. ",0.5082120015083729,11,0
122,"
 The United States Enters the War 
 On 7 December 1941, while German armies were freezing be-
 fore Moscow, Japan suddenly pushed the United States into the
 struggle by attacking the American naval base at Pearl Harbor,
 Hawaii. ",0.521262493005331,11,10
123,Four days later Hitler declared war on the United States.,0.4437397805904911,11,4
124,"
 President Roosevelt called on Congress for immediate and massive
 expansion of the armed forces. ",0.4794252134912928,11,5
125,"Twenty years of neglect and indif-
 ference, however, could not be overcome in a few days. ",0.39501969038772894,11,11
126,"
 Helpless as American garrisons in the Paciﬁc fell to the Japanese
 in the spring of 1942, military leaders in Washington worked fever-
 ishly to create a headquarters that could direct a distant war effort
 and to turn the fledgling ground and air units into viable, balanced
 fighting forces. ",0.7063148115711363,11,9
127,"In early 1942 the Joint Chiefs of Staff emerged as a
 committee of the nation’s military leaders to advise the President 
 and to coordinate strategy with the British. ",0.9521944052063389,11,11
128,"In March the War De-
 partment General Staff was reorganized and the Army divided into
 three major commands: the Air Forces, Ground Forces, and Service
 Forces. ",0.6085551148234444,11,1
129,"Thirty-seven Army divisions were in some state of training,
 but only one was fully trained, equipped, and deployable by January
 8
 9
 1942. ",0.7331954324040901,11,0
130,"Army planners of the time estimated that victory would re-
 quire an Army of nearly 9 million men, organized into 215 combat
 divisions, estimates that proved accurate regarding overall man-
 power but too ambitious for the 90 divisions that eventually were es-
 tablished and supported on far-flung battlefields. ",0.8214100167710042,12,12
131,"
 Lt. Gen. Lesley J. McNair, head of Army Ground Forces and an
 ardent advocate of mobile war, oversaw the development of armored
 and airborne divisions. ",0.489969764886358,12,2
132,"He directed the restructuring of existing or-
 ganizations as well, turning the old World War I “square” division
 based on four infantry regiments into a lighter, more maneuverable 
 triangular division with three infantry regiments. ",0.6156571124374616,12,4
133,"A serious and con-
 tinuing shortage of Allied shipping space placed absolute limits on 
 the size and capabilities of Army units. ",0.6111906555637964,12,0
134,"New tables of organization
 stressed leanness and mobility, sometimes at the expense of ﬁghting
 power and endurance. ",0.45204590107519915,12,11
135,"Billeting, training areas, and equipment were 
 all in short supply. ",0.7034355111510262,12,11
136,"American industry had to support the nation’s Al-
 lies as well as its own military expansion. ",0.44630951099604516,12,5
137,"Britain needed large
 amounts of munitions and equipment; and lend-lease aid, including
 tens of thousands of trucks and other vehicles and equipment, played
 “Ex-Luxury Liner” by Barse Miller. ",0.6660088419831891,12,0
138,"The largest liners used by the Army,
 the British ships  Queen Elizabeth  and  Queen Mary , could each carry up
 to 15,000 troops. ",0.49542648152168156,12,12
139," (Army Art Collection)
 10
 an important part in mechanizing the Soviet Army. ",0.39888207788875485,12,0
140,"Amphibious war-
 fare required large numbers of landing craft and support vessels, yet 
 to be built. ",0.7017975654234101,13,12
141,"The ﬁrst U.S. troops arrived in the British Isles in January
 1942, but nearly a year passed before they went into action against 
 the Axis. ",0.5628243620962796,13,7
142,"Meanwhile, air power provided virtually the only means for
 the Allies to strike at Germany. ",0.422604408114219,13,3
143,"The Royal Air Force began its air of-
 fensive against Germany in May 1942, and on 4 July the ﬁrst Amer-
 ican crews participated in air raids against the Continent. ",0.4180410681208186,13,2
144,"
 In early 1942 British and American leaders reafﬁrmed the prior-
 ity of the European theater. ",0.5237611836928243,13,1
145,"General Marshall argued for an imme-
 diate buildup of American forces in Great Britain, a possible diver-
 sionary attack on the Continent in the fall, and a definite full-scale
 invasion in 1943. ",0.479517769961587,13,9
146,The British greeted this program with caution. ,0.41749599765087775,13,0
147,"Re-
 membering the enormous casualties of World War I, they preferred
 to strike at German power in the Mediterranean, rather than risk a
 direct confrontation in haste. ",0.5430732975618666,13,12
148,"Although acknowledging the eventual
 necessity for an invasion of France, they hoped to defer it until much
 later. ",0.3654673929891624,13,7
149,"Instead, Prime Minister Winston S. Churchill suggested Anglo-
 American landings in North Africa, bringing the French armies in
 France’s colonies there back into the war on the side of the Allies and
 aiding the British in their ﬁght against the Italians and the forces of
 German Field Marshal Erwin Rommel. ",0.6811966991507884,13,10
150,"Months of lively debate fol-
 lowed, but ultimately President Roosevelt directed General Mar-
 shall to plan and carry out amphibious landings on the coast of North
 Africa before the end of 1942. ",0.7807143295781641,13,3
151,"
 The North African Campaign 
 Marshall ordered Lt. Gen. Dwight D. Eisenhower, then in Eng-
 land, to take command of the invasion. ",0.4339876227153323,13,2
152,"Meeting the November 
 deadline required improvisation of every kind Army troops were 
 hurriedly trained in amphibious warfare. ",0.7020789540449729,13,7
153,"Technicians modified com-
 mercial vessels to serve as landing ships. ",0.39587469927681923,13,11
154,"While General Eisenhower
 monitored operations from Gibraltar, American forces, convoyed
 directly from the United States, landed along the Atlantic coast of
 French Morocco, near Casablanca. ",0.5508329531486402,13,10
155,"Meanwhile, American and Brit-
 ish troops sailing from England landed in Algeria. ",0.41791055983515346,13,10
156,"Despite efforts to
 win support among French military officers in North Africa, some
 fighting occurred. ",0.5609024401373577,13,9
157,"Nevertheless negotiations soon led to a cease-
 fire, and French units joined the Allied forces. ",0.4353710076917324,13,9
158,"
 While the Allies tightened their grip on Morocco and Algeria, their
 troops raced to reach strategic positions in neighboring Tunisia. ",0.485597617046357,13,9
159,"A
 11
 month earlier the British in Egypt under Lt. Gen. Sir Bernard L. Mont-
 gomery had mounted a powerful attack on the Germans at El Alamein,
 sending Rommel and his  German-Italian Panzer Army  reeling back
 into Libya. ",0.506929053189776,13,10
160,"If strong Allied forces could reach the coast of Tunisia,
 Rommel would be trapped between them and Montgomery’s troops. ",0.38789411618107195,14,10
161,"
 Awake to the threat, the Germans poured troops into Tunisia by
 air and sea, brushing aside weak French forces there. ",0.4093324284031133,14,10
162,"Axis air power,
 based in Sicily, Sardinia, and Italy, pounded the advancing Allied
 columns. ",0.4189625424132183,14,3
163,"As torrential December rains turned the countryside into a
 quagmire, the Allies lost the race. ",0.33748491864486174,14,7
164,"Instead of catching Rommel, they
 faced a protracted struggle. ",0.3229119288011537,14,7
165,"While his forces dug in along the south-
 ern border of Tunisia opposite Montgomery, a second powerful Axis
 force, the  Fifth Panzer Army , barred the way to the Tunisian coast. ",0.559728292504041,14,10
166,"
 A chain of mountains separates coastal Tunisia from the arid in-
 terior. ",0.3593260140596654,14,0
167,"In a plain between two arms of the mountains and behind the
 passes in the west lay important Allied airﬁelds and supply dumps. ",0.4610147807035708,14,3
168,"On
 14 February 1943, the Axis commanders sent German and Italian
 forces through the passes, hoping to penetrate the American positions
 and either envelop the British in the north or seize Allied supply ",0.5564766525837598,14,10
169,"de-
 “Hill 609” by Fletcher Martin. ",0.21696850483588495,14,0
170,"Much of the Army’s ﬁghting in the ﬁnal of-
 fensive in northern Tunisia involved dismounted infantry attacks on pre-
 pared defensive positions in rugged hill country. ",0.5574189171452489,14,6
171,"      (Army Art Collection)
 pots. ",0.2964570353632376,14,11
172,"German forces quickly cut off and overwhelmed two battalions
 of American infantry positioned too far apart for mutual support, 
 and the experienced  panzers  beat back counterattacks by American
 reserves, including elements of the U.S. 1st Armored Division. ",0.6379026843055723,15,6
173,"U.S.
 troops began evacuating airﬁelds and supply depots on the plain and
 falling back to the western arm of the mountains. ",0.42278336384953746,15,2
174,"Dug in around the
 oasis town of Sbeitla, American infantry and armor managed to hold
 off the Germans through 16 February, but defenses there began to 
 disintegrate during the night, and the town lay empty by midday on 
 the 17th. ",0.5131307711337894,15,6
175,"From the oasis, roads led back to two passes, the Sbiba and
 the Kasserine. ",0.3810952789199004,15,3
176,"By 21 February the Germans had pushed through both
 and were poised to seize road junctions leading to the British rear. ",0.3905952251318698,15,6
177,"
 Rommel and other German commanders, however, could not
 agree on how to exploit their success. ",0.44362909535638145,15,8
178,"Meanwhile Allied reinforce-
 ments rushed to the critical area. ",0.5436478464344078,15,0
179,"The 1st Armored Division turned
 back German probes toward Tebessa, and British armor met a more
 powerful thrust toward Thala, where four battalions of ﬁeld artillery
 from the U.S. 9th Infantry Division arrived just in time to bolster 
 sagging defenses. ",0.5235119633904003,15,6
180,"On the night of 22 February the Germans began to
 pull back. ",0.3094674565140623,15,7
181,A few days later Allied forces returned to the passes. ,0.40306838682859164,15,7
182,"
 The first American battle with German forces had cost more than
 6,000 U.S. casualties, including 300 dead and two-thirds of the tank
 strength of the 1st Armored Division. ",0.6758367444554746,15,10
183,"
 In March, after the British repulsed another German attack, the
 Allies resumed the offensive. ",0.35461491271425705,15,10
184,"The U.S. II Corps, now under the com-
 mand of Maj. ",0.32225201854337654,15,4
185,"Gen. George S. Patton, attacked in coordination with an
 assault on the German line by Montgomery’s troops. ",0.5037342111907274,15,6
186,"American and
 British forces in the south met on 7 April as they squeezed Axis forces
 into the northeastern tip of the country. ",0.48247594589650533,15,10
187,"The ﬁnal drive to clear Tunisia
 began on 19 April. ",0.37367866553212775,15,11
188,"On 7 May British armor entered Tunis, and Amer-
 ican infantry entered Bizerte. ",0.37185782287848107,15,6
189,"Six days later the last Axis resistance in
 Africa ended with the surrender of over 275,000 prisoners of war. ",0.5031934857398054,15,10
190,"
 The U.S. Army learned bitter lessons about the inadequacy of its
 training, equipment, and leadership in the North African campaign.",0.8165134825805129,15,1
191,"
 Army Ground Forces acted quickly to ensure that American soldiers
 would receive more realistic combat training. ",0.6552849026182456,15,1
192,"Higher commanders re-
 alized that they could not interfere with their subordinates by dictat-
 ing in detail the positions of their units. ",0.4849783371400901,15,11
193,"Troops had to be committed 
 in division-size, combined arms teams, not in driblets. ",0.5574111746050386,15,1
194,"The problem
 posed by American tanks, outgunned by the more heavily armed and
 armored German panzers, took far longer to correct. ",0.4880335910030036,15,12
195,"But the artillery
 established itself as the Army’s most proﬁcient arm.",0.5353073568220079,15,0
196,"
 14
 Sicily and Italy 
 Meeting in Casablanca in January 1943, President Roosevelt,
 Prime Minister Churchill, and the Combined Chiefs of Staff de-
 cided that the large Italian island of Sicily would be their next target.",0.7467399100018741,15,3
197,"
 Montgomery’s British forces landed on the southeast coast, while
 Patton’s newly activated Seventh Army landed on the southwest, 
 with the mission of seizing airfields and protecting the flank of the
 British drive. ",0.6156953745848188,16,10
198,"Airborne troops spearheading the attacks scattered
 wide of their targets but managed to disrupt enemy communica-
 tions. ",0.4692090191209696,16,7
199,"Hours after the initial landings on 9 July, German armor 
 struck the American beaches. ",0.44048942943025715,16,6
200,"Naval gunfire, infantry counterat-
 tacks, and the direct fire of field artillery landing at the critical junc-
 ture broke up the German formations. ",0.6660036292875066,16,6
201,"But two attempts to rein-
 force the beaches with parachute and glider-borne troops ended in
 disaster when Allied antiaircraft batteries mistook the transport
 planes for enemy aircraft and opened fire, causing severe losses. ",0.5008335202191819,16,6
202,"
 Meanwhile, the Germans solidly blocked the British drive on 
 the Sicilian capital, Messina. ",0.36655520191922947,16,8
203,"General Sir Harold R. L. G. Alexander,
 Allied ground commander, ordered Patton to push toward Palermo,
 at the western tip of the island. ",0.43112770201338446,16,2
204,"Once in Palermo, since the British
 drive was still stalled, his forces attacked Messina from the north.",0.3932364833138142,16,10
205,"
 Patton used a series of small amphibious end runs to outflank Ger-
 man positions on the northern coastal road. ",0.5680946608671797,16,1
206,"American and British
 troops arrived in Messina on 17 August, just as the last Axis troops
 evacuated Sicily. ",0.4293857737530335,16,10
207,"
 In late July the Allies decided to follow up their success in Sicily
 with an invasion of Italy. ",0.5388928260346407,16,7
208,"Having lost hope of victory, the  Italian 
 High Command , backed by the king, opened secret negotiations 
 with the Allies. ",0.45452564266539086,16,8
